,Unnamed: 0,Ram,Storage,Battery,Price,Brand,Color,Front_cam,Rear_cam,display,Display_type
1086,1086,64,64,64,48999,1,10,8.0,8.0,5.5,1
1087,1087,256,256,57,84900,1,0,12.0,12.0,5.5,1
1088,1088,64,64,57,39900,1,6,8.0,12.0,4.7,1
1089,1089,128,128,66,34900,1,4,8.0,12.0,4.7,1
1090,1090,128,128,61,37999,1,0,8.0,12.0,4.7,1
1091,1091,8,8,0,22900,1,0,8.0,5.0,3.5,1
1092,1092,1,1,62,178099,1,9,12.0,48.0,6.7,4
1093,1093,256,256,60,88199,1,6,12.0,12.0,6.1,4
1094,1094,512,512,59,150800,1,6,12.0,12.0,6.5,4
1095,1095,512,512,60,106699,1,1,12.0,12.0,6.1,4
1096,1096,64,64,58,109900,1,4,12.0,12.0,6.5,1
1097,1097,256,256,56,74400,1,4,8.0,12.0,4.7,1
1098,1098,512,512,58,134900,1,10,12.0,12.0,5.8,1
1099,1099,256,256,59,40990,1,11,8.0,12.0,4.7,1
1100,1100,128,128,61,129900,1,10,12.0,12.0,6.7,4
1101,1101,128,128,65,92000,1,6,8.0,12.0,5.5,1
1102,1102,256,256,56,85400,1,4,12.0,12.0,5.5,1
1103,1103,128,128,59,32990,1,0,8.0,12.0,4.7,1
1104,1104,128,128,66,34900,1,10,8.0,12.0,4.7,1
1105,1105,64,64,61,32699,1,0,8.0,12.0,4.7,1
1106,1106,128,128,65,82000,1,6,8.0,12.0,4.7,1
1107,1107,8,8,63,37500,1,12,8.0,8.0,6.5,3
1108,1108,256,256,56,74400,1,4,8.0,12.0,4.7,1
1109,1109,8,8,63,37500,1,0,8.0,8.0,6.5,3
1110,1110,128,128,58,52900,1,1,8.0,12.0,6.1,1
1111,1111,128,128,61,119900,1,1,12.0,12.0,6.1,4
1112,1112,32,32,66,37900,1,4,12.0,12.0,5.488,1
1113,1113,128,128,66,42900,1,4,12.0,12.0,5.488,1
1114,1114,128,128,65,70000,1,4,8.0,12.0,5.5,1
1115,1115,128,128,58,41699,1,0,8.0,12.0,6.1,1
1116,1116,64,64,58,89900,1,4,12.0,12.0,5.8,1
1117,1117,256,256,66,74400,1,0,8.0,12.0,4.7,1
1118,1118,128,128,61,37999,1,0,8.0,12.0,4.7,1
1119,1119,16,16,66,72000,1,6,8.0,12.0,5.5,1
1120,1120,64,64,59,106600,1,10,12.0,12.0,5.8,4
1121,1121,8,8,0,13999,1,11,8.0,5.0,3.5,1
1122,1122,128,128,61,129900,1,1,12.0,12.0,6.7,4
1123,1123,128,128,60,95599,1,4,12.0,12.0,6.7,4
1124,1124,256,256,59,121300,1,4,12.0,12.0,5.8,4
1125,1125,512,512,62,158099,1,9,12.0,48.0,6.7,4
1126,1126,64,64,58,47900,1,12,8.0,12.0,6.1,1
1127,1127,128,128,60,78899,1,6,12.0,12.0,6.1,4
1128,1128,512,512,60,123299,1,4,12.0,12.0,6.7,4
1129,1129,128,128,64,80500,1,6,8.0,8.0,5.5,1
1130,1130,64,64,64,71500,1,4,8.0,8.0,5.5,1
1131,1131,64,64,57,91900,1,10,12.0,12.0,5.8,1
1132,1132,128,128,58,41699,1,12,8.0,12.0,6.1,1
1133,1133,256,256,57,106900,1,10,12.0,12.0,5.8,1
1134,1134,256,256,57,106900,1,0,12.0,12.0,5.8,1
1135,1135,128,128,60,57999,1,0,12.0,12.0,6.1,4
1136,1136,64,64,59,42999,1,12,12.0,12.0,6.1,1
1137,1137,256,256,61,71999,1,0,12.0,12.0,5.4,4
1138,1138,128,128,60,54999,1,0,12.0,12.0,5.4,4
1139,1139,512,512,61,107999,1,12,12.0,12.0,6.7,4
1140,1140,256,256,60,88199,1,4,12.0,12.0,6.1,4
1141,1141,256,256,62,138099,1,10,12.0,48.0,6.7,4
1142,1142,256,256,56,85400,1,0,12.0,12.0,5.5,1
1143,1143,256,256,59,100699,1,10,12.0,12.0,5.8,4
1144,1144,256,256,58,91900,1,1,8.0,12.0,6.1,1
1145,1145,128,128,59,32990,1,0,8.0,12.0,4.7,1
1146,1146,256,256,58,91900,1,11,8.0,12.0,6.1,1
1147,1147,64,64,65,59999,1,4,8.0,12.0,5.5,1
1148,1148,256,256,60,66999,1,9,12.0,12.0,6.1,4
1149,1149,128,128,60,78899,1,10,12.0,12.0,6.1,4
1150,1150,128,128,59,32990,1,11,8.0,12.0,4.7,1
1151,1151,256,256,61,129900,1,10,12.0,12.0,6.1,4
1152,1152,256,256,59,131900,1,6,12.0,12.0,6.5,4
1153,1153,64,64,58,109900,1,10,12.0,12.0,6.5,1
1154,1154,16,16,65,49999,1,4,8.0,12.0,5.5,1
1155,1155,128,128,65,55999,1,4,8.0,12.0,4.7,1
1156,1156,256,256,57,81500,1,0,8.0,12.0,4.7,1
1157,1157,32,32,66,29990,1,4,8.0,12.0,4.7,1
1158,1158,256,256,60,55999,1,11,12.0,12.0,5.4,4
1159,1159,64,64,57,49900,1,0,12.0,12.0,5.5,1
1160,1160,128,128,65,55999,1,4,8.0,12.0,4.7,1
1161,1161,512,512,61,125999,1,6,12.0,12.0,6.1,4
1162,1162,128,128,58,52900,1,1,8.0,12.0,6.1,1
1163,1163,128,128,66,34900,1,0,8.0,12.0,4.7,1
1164,1164,1,1,62,178099,1,4,12.0,48.0,6.7,4
1165,1165,128,128,61,129900,1,6,12.0,12.0,6.7,4
1166,1166,64,64,64,62500,1,4,8.0,8.0,4.7,1
1167,1167,128,128,61,37999,1,0,8.0,12.0,4.7,1
1168,1168,256,256,61,129900,1,4,12.0,12.0,6.1,4
1169,1169,128,128,64,48999,1,10,8.0,8.0,5.5,1
1170,1170,64,64,59,28990,1,0,8.0,12.0,4.7,1
1171,1171,64,64,64,48999,1,10,8.0,8.0,5.5,1
1172,1172,128,128,61,37999,1,0,8.0,12.0,4.7,1
1173,1173,512,512,58,134900,1,10,12.0,12.0,5.8,1
1174,1174,128,128,65,92000,1,6,8.0,12.0,5.5,1
1175,1175,128,128,66,34900,1,10,8.0,12.0,4.7,1
1176,1176,256,256,56,85400,1,0,8.0,12.0,5.5,1
1177,1177,256,256,60,129900,1,10,12.0,12.0,6.7,4
1178,1178,512,512,60,123299,1,6,12.0,12.0,6.7,4
1179,1179,128,128,60,95599,1,10,12.0,12.0,6.7,4
1180,1180,256,256,56,74400,1,0,8.0,12.0,4.7,1
1181,1181,128,128,58,41699,1,0,8.0,12.0,6.1,1
1182,1182,128,128,58,41699,1,0,8.0,12.0,6.1,1
1183,1183,256,256,59,54900,1,0,8.0,12.0,4.7,1
1184,1184,16,16,65,62000,1,6,8.0,12.0,4.7,1
1185,1185,256,256,60,129900,1,6,12.0,12.0,6.7,4
1186,1186,128,128,60,78899,1,1,12.0,12.0,6.1,4
1187,1187,128,128,64,80500,1,4,8.0,8.0,5.5,1
1188,1188,128,128,64,80500,1,6,8.0,8.0,5.5,1
1189,1189,64,64,64,71500,1,4,8.0,8.0,5.5,1
1190,1190,64,64,57,91900,1,10,12.0,12.0,5.8,1
1191,1191,128,128,58,41699,1,12,8.0,12.0,6.1,1
1192,1192,256,256,57,106900,1,0,12.0,12.0,5.8,1
1193,1193,512,512,60,123299,1,1,12.0,12.0,6.7,4
1194,1194,256,256,57,106900,1,10,12.0,12.0,5.8,1
1195,1195,64,64,57,91900,1,0,12.0,12.0,5.8,1
1196,1196,128,128,60,57999,1,1,12.0,12.0,6.1,4
1197,1197,6,128,36,31999,2,6,12.0,12.2,6.14,2
1198,1198,6,128,36,31999,2,0,12.0,12.2,6.14,2
1199,1199,8,128,33,56999,2,0,12.0,50.0,6.3,2
1200,1200,8,128,33,56999,2,0,12.0,50.0,6.3,2
1201,1201,8,128,33,56999,2,0,12.0,50.0,6.3,2
1202,1202,12,128,47,80999,2,0,48.0,50.0,6.7,2
1203,1203,12,128,47,80999,2,0,48.0,50.0,6.7,2
1204,1204,12,128,47,80999,2,0,48.0,50.0,6.7,2
1205,1205,4,128,3,80000,2,0,8.0,12.2,5.5,2
1206,1206,8,128,49,21975,7,1,8.0,64.0,6.59,1
1207,1207,6,128,49,19717,7,1,8.0,64.0,6.59,1
1208,1208,6,128,49,19417,7,0,8.0,64.0,6.59,1
1209,1209,8,128,49,21847,7,0,8.0,64.0,6.59,1
1210,1210,8,128,37,28990,7,0,8.0,50.0,6.7,1
1211,1211,12,256,37,33990,7,0,8.0,50.0,6.7,1
1212,1212,8,128,49,32341,7,5,8.0,50.0,6.7,1
1213,1213,12,256,49,36929,7,5,8.0,50.0,6.7,1
1214,1214,8,128,49,39998,7,10,8.0,50.0,6.7,1
1215,1215,8,128,37,28899,7,0,8.0,50.0,6.7,1
1216,1216,16,256,49,61599,7,0,8.0,50.0,6.7,1
1217,1217,16,256,49,61879,7,5,8.0,50.0,6.7,1
1218,1218,8,128,49,39990,7,0,8.0,50.0,6.7,1
1219,1219,16,256,49,44799,7,10,8.0,50.0,6.7,1
1220,1220,8,128,37,37950,7,0,8.0,48.0,6.55,1
1221,1221,8,128,49,31980,7,0,8.0,50.0,6.7,1
1222,1222,12,256,37,33979,7,0,8.0,50.0,6.7,1
1223,1223,8,128,43,47990,7,0,8.0,50.0,6.7,1
1224,1224,12,256,49,36999,7,0,8.0,50.0,6.7,1
1225,1225,12,256,43,54999,7,0,8.0,50.0,6.7,1
1226,1226,8,128,49,56999,7,5,8.0,50.0,6.7,1
1227,1227,8,128,49,55540,7,0,8.0,50.0,6.7,1
1228,1228,12,256,37,45999,7,0,8.0,48.0,6.62,1
1229,1229,8,128,43,47999,7,5,8.0,50.0,6.7,1
1230,1230,8,128,49,49999,7,0,8.0,48.0,6.7,1
1231,1231,12,256,37,36956,7,0,8.0,50.0,6.7,1
1232,1232,12,256,49,36979,7,5,8.0,50.0,6.7,1
1233,1233,16,256,43,53947,7,0,8.0,50.0,6.7,1
1234,1234,12,256,49,61990,7,0,8.0,48.0,6.7,1
1235,1235,12,256,49,60998,7,0,8.0,48.0,6.7,1
1236,1236,12,256,37,45999,7,0,8.0,48.0,6.55,1
1237,1237,8,128,37,42999,7,0,8.0,48.0,6.55,1
1238,1238,8,128,49,49999,7,0,8.0,48.0,6.7,1
1239,1239,12,256,43,54780,7,5,8.0,50.0,6.7,1
1240,1240,12,256,37,69980,7,5,8.0,48.0,6.7,1
1241,1241,12,256,37,46989,7,0,8.0,48.0,6.55,1
1242,1242,8,128,37,54999,7,0,8.0,48.0,6.7,1
1243,1243,8,128,37,42999,7,0,8.0,50.0,6.62,1
1244,1244,8,128,37,28999,7,0,8.0,50.0,6.7,1
1245,1245,8,128,37,29999,7,0,8.0,50.0,6.43,1
1246,1246,8,128,37,24990,7,0,8.0,64.0,6.43,1
1247,1247,12,256,37,49999,7,0,8.0,48.0,6.7,1
1248,1248,8,128,37,39599,7,10,8.0,50.0,6.62,1
1249,1249,8,256,27,45999,7,1,8.0,48.0,6.67,2
1250,1250,16,256,49,44500,7,0,8.0,50.0,6.7,1
1251,1251,8,128,0,34999,7,1,8.0,5000.0,6.7,1
1252,1252,12,256,37,26999,7,10,8.0,64.0,6.43,1
1253,1253,12,256,37,27900,7,1,8.0,64.0,6.43,1
1254,1254,6,128,37,23990,7,1,8.0,64.0,6.43,1
1255,1255,8,128,37,49999,7,5,8.0,48.0,6.7,1
1256,1256,8,128,37,33990,7,1,8.0,48.0,6.55,1
1257,1257,12,256,37,35999,7,10,8.0,48.0,6.55,1
1258,1258,8,256,18,38999,7,10,8.0,48.0,6.55,1
1259,1259,12,256,37,36490,7,0,8.0,50.0,6.43,1
1260,1260,8,128,37,49499,7,0,8.0,48.0,6.7,1
1261,1261,8,128,37,37190,7,0,8.0,48.0,6.55,1
1262,1262,12,256,37,33999,7,5,8.0,50.0,6.43,1
1263,1263,12,256,37,33997,7,0,8.0,50.0,6.43,1
1264,1264,8,128,37,29738,7,1,8.0,50.0,6.43,1
1265,1265,6,128,37,23990,7,0,8.0,50.0,6.43,1
1266,1266,8,128,18,37499,7,1,8.0,48.0,6.55,1
1267,1267,8,128,37,33829,7,10,8.0,48.0,6.55,1
1268,1268,8,128,37,24990,7,1,8.0,64.0,6.43,1
1269,1269,8,128,37,24995,7,0,8.0,64.0,6.43,1
1270,1270,8,128,37,24797,7,1,8.0,64.0,6.43,1
1271,1271,6,128,37,19999,7,0,8.0,64.0,6.43,1
1272,1272,8,128,37,48990,7,5,8.0,48.0,6.7,1
1273,1273,12,256,37,50999,7,5,8.0,48.0,6.55,1
1274,1274,8,256,37,48999,7,10,8.0,48.0,6.62,1
1275,1275,8,256,37,48999,7,0,8.0,50.0,6.62,1
1276,1276,8,128,16,31999,7,0,16.0,16.0,6.41,1
1277,1277,8,128,37,48999,7,0,8.0,48.0,6.7,1
1278,1278,8,128,37,24989,7,0,8.0,50.0,6.43,1
1279,1279,6,128,37,23900,7,1,8.0,64.0,6.43,1
1280,1280,8,128,37,25989,7,0,8.0,50.0,6.43,1
1281,1281,8,256,18,28980,7,1,8.0,48.0,6.55,1
1282,1282,8,128,18,30999,7,10,8.0,48.0,6.55,1
1283,1283,6,128,37,23900,7,1,8.0,64.0,6.43,1
1284,1284,8,128,38,54999,7,5,8.0,48.0,6.78,2
1285,1285,12,256,37,42500,7,0,8.0,50.0,6.62,1
1286,1286,8,128,18,31999,7,0,8.0,16.0,6.55,1
1287,1287,6,128,34,41999,7,5,16.0,48.0,6.55,1
1288,1288,12,256,34,39999,7,5,2.0,48.0,6.55,1
1289,1289,12,256,34,34999,7,0,2.0,48.0,6.55,1
1290,1290,8,128,34,44999,7,0,2.0,48.0,6.55,1
1291,1291,8,128,37,37500,7,0,8.0,50.0,6.62,1
1292,1292,8,128,34,34999,7,5,2.0,48.0,6.55,1
1293,1293,8,256,16,36490,7,6,16.0,48.0,6.41,1
1294,1294,6,128,16,32980,7,6,16.0,48.0,6.41,1
1295,1295,6,128,16,30999,7,0,16.0,16.0,6.41,1
1296,1296,6,128,16,30999,7,1,16.0,48.0,6.41,1
1297,1297,12,128,37,30999,7,1,8.0,64.0,6.43,1
1298,1298,8,128,37,24899,7,1,8.0,64.0,6.43,1
1299,1299,12,256,38,59990,7,5,8.0,48.0,6.78,2
1300,1300,12,256,29,29999,7,0,8.0,48.0,6.44,2
1301,1301,6,64,29,24999,7,0,8.0,48.0,6.44,2
1302,1302,6,64,29,24999,7,1,8.0,48.0,6.44,2
1303,1303,12,256,29,29999,7,1,8.0,48.0,6.44,2
1304,1304,8,128,29,27999,7,0,8.0,48.0,6.44,2
1305,1305,8,128,29,27999,7,1,8.0,48.0,6.44,2
1306,1306,12,256,34,49999,7,0,2.0,48.0,6.55,1
1307,1307,8,256,16,31990,7,0,16.0,48.0,6.41,1
1308,1308,6,128,19,42449,7,6,8.0,48.0,6.67,1
1309,1309,12,256,37,38999,7,2,8.0,48.0,6.55,1
1310,1310,8,128,37,33999,7,2,8.0,48.0,6.55,1
1311,1311,12,256,38,49990,7,0,8.0,48.0,6.78,2
1312,1312,8,128,38,45999,7,0,8.0,48.0,6.78,2
1313,1313,12,256,19,50348,7,1,8.0,48.0,6.67,1
1314,1314,8,256,19,44744,7,0,8.0,48.0,6.67,1
1315,1315,8,256,19,42990,7,1,8.0,48.0,6.67,1
1316,1316,12,256,37,39990,7,1,8.0,48.0,6.55,1
1317,1317,8,256,19,39990,7,6,8.0,48.0,6.67,1
1318,1318,12,256,37,65166,7,0,8.0,48.0,6.7,1
1319,1319,4,64,55,9499,10,1,2.0,50.0,6.7,2
1320,1320,4,64,55,9499,10,0,2.0,50.0,6.7,2
1321,1321,4,64,55,9499,10,0,2.0,50.0,6.7,2
1322,1322,4,64,55,9499,10,7,2.0,50.0,6.7,2
1323,1323,4,64,55,9499,10,5,2.0,50.0,6.7,2
1324,1324,8,128,40,32999,11,1,8.0,50.0,6.5,0
1325,1325,8,128,40,32999,11,0,8.0,50.0,6.5,0
1326,1326,2,32,49,6269,10,0,8.0,5.0,6.52,1
1327,1327,6,128,49,15999,11,0,2.0,50.0,6.44,0
1328,1328,4,128,49,14499,11,0,2.0,50.0,6.44,0
1329,1329,4,128,49,14499,11,0,2.0,50.0,6.44,0
1330,1330,4,64,49,11999,11,1,2.0,50.0,6.58,2
1331,1331,4,64,49,11999,11,0,2.0,50.0,6.58,2
1332,1332,4,128,49,12999,11,0,2.0,50.0,6.58,2
1333,1333,6,128,49,15999,11,0,2.0,50.0,6.44,0
1334,1334,6,128,49,14999,11,0,2.0,50.0,6.58,2
1335,1335,4,128,49,12999,11,1,2.0,50.0,6.58,2
1336,1336,6,128,49,14999,11,1,2.0,50.0,6.58,2
1337,1337,3,64,49,9499,8,1,8.0,8.0,6.56,2
1338,1338,3,64,49,9499,8,4,8.0,8.0,6.56,2
1339,1339,6,128,55,11999,10,0,2.0,50.0,6.7,2
1340,1340,2,32,49,6319,10,1,8.0,5.0,6.52,1
1341,1341,2,32,49,6280,10,5,8.0,5.0,6.52,1
1342,1342,4,64,49,8822,10,1,8.0,13.0,6.53,1
1343,1343,4,64,49,12499,8,7,0.3,50.0,6.56,2
1344,1344,4,64,49,12499,8,0,0.3,50.0,6.56,2
1345,1345,6,128,49,24999,10,9,8.0,50.0,6.67,1
1346,1346,3,64,49,9499,8,1,8.0,8.0,6.56,2
1347,1347,6,128,55,11999,10,5,2.0,50.0,6.7,2
1348,1348,8,128,49,17999,11,0,2.0,50.0,6.44,0
1349,1349,8,128,49,17999,11,0,2.0,50.0,6.44,0
1350,1350,8,256,49,27999,10,1,8.0,50.0,6.67,1
1351,1351,8,128,37,20999,8,7,8.0,64.0,6.43,1
1352,1352,6,128,49,24999,10,1,8.0,50.0,6.67,1
1353,1353,3,32,49,8487,10,0,8.0,13.0,6.53,1
1354,1354,6,128,49,24999,10,0,8.0,50.0,6.67,1
1355,1355,8,256,49,27999,10,0,8.0,50.0,6.67,1
1356,1356,8,256,48,29999,10,1,8.0,200.0,6.67,2
1357,1357,8,256,49,27999,10,9,8.0,50.0,6.67,1
1358,1358,6,128,55,11999,10,1,2.0,50.0,6.7,2
1359,1359,3,32,49,9499,11,5,2.0,13.0,6.51,2
1360,1360,12,256,48,32999,10,0,8.0,200.0,6.67,2
1361,1361,3,32,49,8999,11,6,8.0,8.0,6.51,2
1362,1362,6,64,49,12999,10,11,8.0,64.0,6.43,0
1363,1363,6,128,49,15990,8,4,2.0,48.0,6.43,2
1364,1364,3,32,49,8999,11,1,8.0,8.0,6.51,2
1365,1365,6,64,49,12898,10,1,8.0,50.0,6.43,1
1366,1366,8,128,49,17490,10,11,8.0,108.0,6.43,1
1367,1367,6,64,49,12898,10,1,8.0,50.0,6.43,1
1368,1368,3,32,49,9499,11,5,2.0,13.0,6.51,2
1369,1369,6,64,49,13899,10,0,8.0,50.0,6.43,1
1370,1370,12,256,48,32999,10,0,8.0,200.0,6.67,2
1371,1371,3,32,49,8999,11,6,8.0,8.0,6.51,2
1372,1372,6,64,49,12999,10,11,8.0,64.0,6.43,0
1373,1373,6,128,49,15990,8,4,2.0,48.0,6.43,2
1374,1374,4,64,49,12599,8,1,0.3,50.0,6.56,2
1375,1375,3,32,49,8999,11,1,8.0,8.0,6.51,2
1376,1376,6,128,49,15469,10,0,8.0,50.0,6.43,1
1377,1377,8,128,49,17490,10,11,8.0,108.0,6.43,1
1378,1378,6,64,49,13989,10,1,8.0,108.0,6.43,1
1379,1379,6,64,49,13618,10,11,8.0,108.0,6.43,1
1380,1380,8,128,37,21999,8,0,8.0,64.0,6.43,1
1381,1381,4,64,49,11999,10,0,8.0,50.0,6.43,1
1382,1382,6,128,49,15630,10,0,8.0,108.0,6.43,1
1383,1383,8,128,49,18499,11,0,2.0,50.0,6.58,2
1384,1384,8,128,43,29999,8,0,2.0,108.0,6.7,2
1385,1385,8,128,43,29999,8,4,2.0,108.0,6.7,2
1386,1386,8,128,49,18990,11,0,2.0,50.0,6.58,2
1387,1387,8,128,49,18499,11,4,2.0,50.0,6.58,2
1388,1388,4,64,49,14499,11,5,2.0,50.0,6.55,2
1389,1389,4,64,49,14499,11,1,2.0,50.0,6.55,2
1390,1390,4,64,49,12499,11,0,2.0,13.0,6.51,2
1391,1391,6,128,49,16445,10,5,8.0,5.0,6.58,1
1392,1392,8,128,49,17999,8,7,2.0,50.0,6.56,2
1393,1393,4,64,49,13624,10,10,8.0,5.0,6.58,1
1394,1394,6,128,49,16499,11,5,2.0,50.0,6.55,2
1395,1395,4,64,55,11990,10,0,8.0,50.0,6.5,1
1396,1396,6,128,49,14990,8,1,2.0,48.0,6.43,2
1397,1397,3,64,49,10999,11,0,2.0,13.0,6.51,2
1398,1398,3,32,49,9999,11,0,2.0,13.0,6.51,2
1399,1399,3,64,49,10928,11,4,2.0,13.0,6.51,2
1400,1400,6,128,49,16499,11,1,2.0,50.0,6.55,2
1401,1401,6,128,49,10746,10,1,8.0,13.0,6.53,1
1402,1402,8,128,41,24999,11,0,8.0,64.0,6.44,0
1403,1403,6,128,41,23999,11,0,8.0,64.0,6.44,0
1404,1404,6,128,49,15590,10,1,8.0,108.0,6.43,1
1405,1405,4,64,55,11890,10,11,8.0,50.0,6.5,1
1406,1406,6,128,49,14990,8,0,2.0,48.0,6.43,2
1407,1407,8,128,41,24999,11,0,8.0,64.0,6.44,0
1408,1408,4,64,49,12499,11,4,2.0,13.0,6.51,2
1409,1409,8,128,49,18900,10,1,8.0,108.0,6.43,1
1410,1410,8,128,49,17999,8,0,2.0,50.0,6.56,2
1411,1411,4,64,49,7699,10,5,8.0,13.0,6.53,2
1412,1412,8,128,49,16499,10,0,8.0,64.0,6.43,0
1413,1413,8,128,26,19990,11,0,8.0,50.0,6.44,0
1414,1414,8,128,49,19999,11,0,2.0,50.0,6.58,2
1415,1415,2,32,49,7499,10,1,8.0,8.0,6.52,2
1416,1416,8,128,37,29999,8,0,8.0,50.0,6.43,1
1417,1417,8,128,37,29999,8,4,8.0,50.0,6.43,1
1418,1418,6,128,49,11499,10,5,2.0,13.0,6.53,2
1419,1419,4,128,49,14499,11,0,2.0,50.0,6.44,0
1420,1420,4,64,49,8349,10,0,8.0,13.0,6.53,1
1421,1421,3,32,49,7999,10,1,8.0,13.0,6.53,1
1422,1422,3,32,49,7474,10,6,8.0,13.0,6.53,1
1423,1423,4,64,49,8690,10,1,8.0,13.0,6.53,1
1424,1424,4,64,49,12350,10,11,8.0,50.0,6.43,1
1425,1425,6,64,49,12365,10,11,8.0,50.0,6.43,1
1426,1426,6,128,49,14999,10,0,8.0,50.0,6.43,1
1427,1427,6,128,49,14850,10,11,8.0,50.0,6.43,1
1428,1428,6,64,49,12842,10,0,8.0,50.0,6.43,1
